audit_status,audit_reason,market,stock_code,company_name,priority_level,level1_tag,level2_tag,level3_tag,evidence_method,sector,main_business,strategic_business,industry_level_1,industry_level_2,industry_level_3,policy_review_note,tag_batch,ah_conflict
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖特钢Ⅲ,cn,000825,太钢不锈,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为不锈钢材,不锈钢材、普通钢材、普碳钢坯,,钢铁,特钢,特钢Ⅲ,2026-08-30复核：生产主营“不锈钢材、普通钢材、普碳钢坯”，行业分类“钢铁/特钢/特钢Ⅲ”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖膜材料,cn,000920,沃顿科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为膜产品,膜产品、植物纤维制品、膜分离工程、中水回用,,基础化工,塑料,膜材料,2026-08-30复核：生产主营“膜产品、植物纤维制品、膜分离工程、中水回用”，行业分类“基础化工/塑料/膜材料”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖轨交设备Ⅲ,cn,000925,众合科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为轨道交通信号系统,轨道交通信号系统、自动售检票系统、单晶硅及其制品、数智产品,,机械设备,轨交设备,轨交设备Ⅲ,2026-08-30复核：生产主营“轨道交通信号系统、自动售检票系统、单晶硅及其制品、数智产品”，行业分类“机械设备/轨交设备/轨交设备Ⅲ”；归入高端装备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖轨交设备Ⅲ,cn,000927,中国铁物,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为铁路产业综合服务,铁路产业综合服务、工程及生产物资供应链集成服务、铁路综合物流及危险品物流服务,,机械设备,轨交设备,轨交设备Ⅲ,2026-08-30复核：生产主营“铁路产业综合服务、工程及生产物资供应链集成服务、铁路综合物流及危险品物流服务”，行业分类“机械设备/轨交设备/轨交设备Ⅲ”；归入高端装备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖IT服务Ⅲ,cn,000938,紫光股份,3,用户常用,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为ICT基础设施及服务,ICT基础设施及服务、IT产品分销与供应链服务、合并抵消,,计算机,IT服务,IT服务Ⅲ,2026-08-30复核：生产主营“ICT基础设施及服务、IT产品分销与供应链服务、合并抵消”，行业分类“计算机/IT服务/IT服务Ⅲ”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖磁性材料,cn,000970,中科三环,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为磁材产品销售,磁材产品销售,,有色金属,金属新材料,磁性材料,2026-08-30复核：生产主营“磁材产品销售”，行业分类“有色金属/金属新材料/磁性材料”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖膜材料,cn,000973,佛塑科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为双向拉伸薄膜,光学薄膜、双向拉伸薄膜、渗析防护材料、塑编阻隔材料,,基础化工,塑料,膜材料,2026-08-30复核：生产主营“光学薄膜、双向拉伸薄膜、渗析防护材料、塑编阻隔材料”，行业分类“基础化工/塑料/膜材料”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖激光设备,cn,000988,华工科技,3,用户常用,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为光电器件系列产品,激光加工装备及智能制造产线、激光全息膜类系列产品、光电器件系列产品、敏感元器件,,机械设备,自动化设备,激光设备,2026-08-30复核：生产主营“激光加工装备及智能制造产线、激光全息膜类系列产品、光电器件系列产品、敏感元器件”，行业分类“机械设备/自动化设备/激光设备”；归入高端装备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,000997,新大陆,3,用户常用,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为电子支付产品及信息识读产品,商户运营及增值服务、电子支付产品及信息识读产品、行业应用与软件开发及服务,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“商户运营及增值服务、电子支付产品及信息识读产品、行业应用与软件开发及服务”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,001229,魅视科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为分布式系统,分布式系统、中控系统、矩阵拼接类产品,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“分布式系统、中控系统、矩阵拼接类产品”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖非金属材料Ⅲ,cn,001296,长江材料,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为铸造材料,铸造材料、压裂支撑剂,,基础化工,非金属材料,非金属材料Ⅲ,2026-08-30复核：生产主营“铸造材料、压裂支撑剂”，行业分类“基础化工/非金属材料/非金属材料Ⅲ”；归入新材料,20260830_NEW,False
D_明显误标,仅为显示终端、照明或泛电子产品，缺少新型显示核心产品证据,cn,001308,康冠科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为智能电视,智能交互显示产品、创新类显示产品、智能电视、部品销售业务,,电子,光学光电子,面板,2026-08-30复核：生产主营“智能交互显示产品、创新类显示产品、智能电视、部品销售业务”，行业分类“电子/光学光电子/面板”；归入新型显示,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,001314,亿道信息,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能硬件产品,智能硬件产品、加固智能行业终端、XR及AIoT产品,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“智能硬件产品、加固智能行业终端、XR及AIoT产品”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端装备直接证据；当前主要依赖轨交设备Ⅲ,cn,001324,长青科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端装备,主营+行业映射,公司主营业务为轨交车辆内饰业务,轨交车辆内饰业务、建筑装饰业务、检修业务及备品备件、车载乘客信息系统、邮轮内饰业务,,机械设备,轨交设备,轨交设备Ⅲ,2026-08-30复核：生产主营“轨交车辆内饰业务、建筑装饰业务、检修业务及备品备件、车载乘客信息系统、邮轮内饰业务”，行业分类“机械设备/轨交设备/轨交设备Ⅲ”；归入高端装备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,001339,智微智能,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为行业终端,行业终端、ICT基础设施、工业物联网,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“行业终端、ICT基础设施、工业物联网”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖光学元件,cn,001373,翔腾新材,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为光学膜片,偏光片、光学膜片、功能性胶粘类产品,,电子,光学光电子,光学元件,2026-08-30复核：生产主营“偏光片、光学膜片、功能性胶粘类产品”，行业分类“电子/光学光电子/光学元件”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖膜材料,cn,001378,德冠新材,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为功能薄膜,功能薄膜、功能母料,,基础化工,塑料,膜材料,2026-08-30复核：生产主营“功能薄膜、功能母料”，行业分类“基础化工/塑料/膜材料”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖体外诊断,cn,002022,科华生物,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为自产产品,自产产品、代理产品,,医药生物,医疗器械,体外诊断,2026-08-30复核：生产主营“自产产品、代理产品”，行业分类“医药生物/医疗器械/体外诊断”；归入高端医疗器械,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖体外诊断,cn,002030,达安基因,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为销售商品,销售商品、提供劳务、金融服务,,医药生物,医疗器械,体外诊断,2026-08-30复核：生产主营“销售商品、提供劳务、金融服务”，行业分类“医药生物/医疗器械/体外诊断”；归入高端医疗器械,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖光学元件,cn,002036,联创电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为光学产品,光学产品、触控显示产品、应用终端,,电子,光学光电子,光学元件,2026-08-30复核：生产主营“光学产品、触控显示产品、应用终端”，行业分类“电子/光学光电子/光学元件”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖垂直应用软件,cn,002063,远光软件,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为数字企业,数字企业、智慧能源、人工智能、数据资源整合及服务,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“数字企业、智慧能源、人工智能、数据资源整合及服务”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖特钢Ⅲ,cn,002075,沙钢股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为优质钢,弹簧钢、管坯钢、优质钢、海洋用钢、耐磨钢、汽车及工程机械用钢、钢坯、其它,,钢铁,特钢,特钢Ⅲ,2026-08-30复核：生产主营“弹簧钢、管坯钢、优质钢、海洋用钢、耐磨钢、汽车及工程机械用钢、钢坯、其它”，行业分类“钢铁/特钢/特钢Ⅲ”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到集成电路材料直接证据；当前主要依赖半导体材料,cn,002119,康强电子,4,国家重点扶持产业,第三梯队：卡脖子底座,集成电路材料,主营+行业映射,公司主营业务为引线框架产品,引线框架产品、键合丝产品、电极丝产品、模具及备件,,电子,半导体,半导体材料,2026-08-30复核：生产主营“引线框架产品、键合丝产品、电极丝产品、模具及备件”，行业分类“电子/半导体/半导体材料”；归入集成电路材料,20260830_NEW,False
D_明显误标,主营为智能终端和智能硬件制造，缺少新型显示主营证据,cn,002137,实益达,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为智能终端产品,智能终端产品、智能硬件制造,,电子,光学光电子,LED,2026-08-30复核：生产主营“智能终端产品、智能硬件制造”，行业分类“电子/光学光电子/LED”；归入新型显示,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖被动元件,cn,002138,顺络电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为片式电子元件,片式电子元件,,电子,元件,被动元件,2026-08-30复核：生产主营“片式电子元件”，行业分类“电子/元件/被动元件”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,002139,拓邦股份,3,用户常用,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为工具和家电,工具和家电、数字能源和智能汽车、机器人,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“工具和家电、数字能源和智能汽车、机器人”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,002152,广电运通,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为智能设备,智能设备、软件开发及服务,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“智能设备、软件开发及服务”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖垂直应用软件,cn,002153,石基信息,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为酒店信息管理系统业务,酒店信息管理系统业务、社会餐饮信息管理系统业务、支付系统业务、零售信息管理系统业务、旅游休闲系统业务、第三方硬件配套业务、自有智能商用设备,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“酒店信息管理系统业务、社会餐饮信息管理系统业务、支付系统业务、零售信息管理系统业务、旅游休闲系统业务、第三方硬件配套业务、自有智能商用设备”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,002177,御银股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为经营租赁,ATM合作运营、ATM技术、金融服务、经营租赁,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“ATM合作运营、ATM技术、金融服务、经营租赁”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖垂直应用软件,cn,002178,延华智能,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为智慧医疗与大健康,智慧医疗与大健康、智慧城市顶层设计与咨询、智能产品销售、绿色双碳与数字能源,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“智慧医疗与大健康、智慧城市顶层设计与咨询、智能产品销售、绿色双碳与数字能源”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,002180,奔图科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为原装打印机及耗材,原装打印机及耗材、芯片、通用耗材及配件,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“原装打印机及耗材、芯片、通用耗材及配件”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖玻纤制造,cn,002201,九鼎新材,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营/战略文本,公司主营业务为玻璃纤维及制品,玻璃纤维及制品、玻璃钢制品,,建筑材料,玻璃玻纤,玻纤制造,2026-08-30复核：生产主营业务“玻璃纤维及制品、玻璃钢制品”命中“玻璃纤维及制品”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖横向通用软件,cn,002230,科大讯飞,3,用户常用,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为开放平台及消费者业务,开放平台及消费者业务、开放平台、智能硬件、移动互联网产品及服务、智慧医疗、智慧教育、智慧城市、信息工程、数字政府行业应用、智慧政法行业应用、企业AI解决方案、智慧汽车、运营商,,计算机,软件开发,横向通用软件,2026-08-30复核：生产主营“开放平台及消费者业务、开放平台、智能硬件、移动互联网产品及服务、智慧医疗、智慧教育、智慧城市、信息工程、数字政府行业应用、智慧政法行业应用、企业AI解决方案、智慧汽车、运营商”，行业分类“计算机/软件开发/横向通用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖安防设备,cn,002236,大华股份,3,用户常用,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为智慧物联产品及方案,智慧物联产品及方案、软件业务、创新业务,,计算机,计算机设备,安防设备,2026-08-30复核：生产主营“智慧物联产品及方案、软件业务、创新业务”，行业分类“计算机/计算机设备/安防设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,002241,歌尔股份,3,用户常用,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为智能硬件,精密零组件、智能声学整机、智能硬件,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“精密零组件、智能声学整机、智能硬件”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖垂直应用软件,cn,002253,川大智胜,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为航空及空管产品与服务,航空及空管产品与服务,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“航空及空管产品与服务”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖膜材料,cn,002263,大东南,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为BOPP(电容膜）,BOPP(电容膜）、CPP膜、BOPET膜、光学膜,,基础化工,塑料,膜材料,2026-08-30复核：生产主营“BOPP(电容膜）、CPP膜、BOPET膜、光学膜”，行业分类“基础化工/塑料/膜材料”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,002268,电科网安,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为网络安全,密码、网络安全、数据安全,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“密码、网络安全、数据安全”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖垂直应用软件,cn,002298,中电鑫龙,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为智能输配电设备、新能源、元器件、自动化及电力设计,自主可控智慧城市解决方案及运营服务、智能输配电设备、新能源、元器件、自动化及电力设计,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“自主可控智慧城市解决方案及运营服务、智能输配电设备、新能源、元器件、自动化及电力设计”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖特钢Ⅲ,cn,002318,久立特材,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为无缝管,无缝管、焊接管、复合管、管件、合金材料,,钢铁,特钢,特钢Ⅲ,2026-08-30复核：生产主营“无缝管、焊接管、复合管、管件、合金材料”，行业分类“钢铁/特钢/特钢Ⅲ”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖改性塑料,cn,002324,普利特,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为通用改性材料类,通用改性材料类、工程改性材料类、三元圆柱锂离子电池、磷酸铁锂锂离子电池、聚合物软包锂离子电池、镍系电池,,基础化工,塑料,改性塑料,2026-08-30复核：生产主营“通用改性材料类、工程改性材料类、三元圆柱锂离子电池、磷酸铁锂锂离子电池、聚合物软包锂离子电池、镍系电池”，行业分类“基础化工/塑料/改性塑料”；归入新材料,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖垂直应用软件,cn,002362,汉王科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为笔智能交互,笔智能交互、多模态大数据业务、AI终端,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“笔智能交互、多模态大数据业务、AI终端”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到关键电子元器件直接证据；当前主要依赖消费电子零部件及组装,cn,002369,卓翼科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为网络通讯终端类,网络通讯终端类、便携式消费电子类,,电子,消费电子,消费电子零部件及组装,2026-08-30复核：生产主营“网络通讯终端类、便携式消费电子类”，行业分类“电子/消费电子/消费电子零部件及组装”；归入关键电子元器件,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到先进计算与信息设备直接证据；当前主要依赖其他计算机设备,cn,002376,新北洋,4,国家重点扶持产业,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为智慧金融设备,打印扫描产品、智能自助终端产品、智慧金融设备、智能物流装备、服务运营业务、关键基础零部件,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“打印扫描产品、智能自助终端产品、智慧金融设备、智能物流装备、服务运营业务、关键基础零部件”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到高端医疗器械直接证据；当前主要依赖医疗耗材,cn,002382,蓝帆医疗,4,国家重点扶持产业,第二梯队：新兴支柱产业,高端医疗器械,主营+行业映射,公司主营业务为健康防护产品,心脑血管产品、健康防护产品、应急救护产品,,医药生物,医疗器械,医疗耗材,2026-08-30复核：生产主营“心脑血管产品、健康防护产品、应急救护产品”，行业分类“医药生物/医疗器械/医疗耗材”；归入高端医疗器械,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到软件与信息技术服务直接证据；当前主要依赖IT服务Ⅲ,cn,002401,中远海科,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为数字城市与交通,数字航运与供应链、数字城市与交通,,计算机,IT服务,IT服务Ⅲ,2026-08-30复核：生产主营“数字航运与供应链、数字城市与交通”，行业分类“计算机/IT服务/IT服务Ⅲ”；归入软件与信息技术服务,20260830_NEW,False
