audit_status,audit_reason,market,stock_code,company_name,priority_level,level1_tag,level2_tag,level3_tag,evidence_method,sector,main_business,strategic_business,industry_level_1,industry_level_2,industry_level_3,policy_review_note,tag_batch,ah_conflict
A_主营直接支持,主营/新战略业务直接命中动力电池与新型储能证据,cn,000049,德赛电池,4,国家重点扶持产业,第二梯队：新兴支柱产业,动力电池与新型储能,主营+行业映射,公司主营业务为智能手机类,智能手机类、智能穿戴类、电动工具、智能家居和出行类、笔记本电脑和平板电脑类、储能产品类,,电力设备,电池,锂电池,2026-08-30复核：生产主营“智能手机类、智能穿戴类、电动工具、智能家居和出行类、笔记本电脑和平板电脑类、储能产品类”，行业分类“电力设备/电池/锂电池”；归入动力电池与新型储能,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中新型显示证据,cn,000050,深天马A,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为显示屏及显示模组,显示屏及显示模组,,电子,光学光电子,面板,2026-08-30复核：生产主营“显示屏及显示模组”，行业分类“电子/光学光电子/面板”；归入新型显示,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中新材料证据,cn,000060,中金岭南,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营/战略文本,公司主营业务为铜冶炼产品,精矿产品、铅锌冶炼产品、铜冶炼产品、铝型材、电池、复合材料、有色金属贸易业务、产品间抵销,,有色金属,工业金属,铅锌,2026-08-30复核：生产主营业务“精矿产品、铅锌冶炼产品、铜冶炼产品、铝型材、电池、复合材料、有色金属贸易业务、产品间抵销”命中“复合材料”；归入新材料,20260830_NEW,False
B_行业与主营一致,申万三级行业为通信网络设备及器件，未发现直接冲突,cn,000063,中兴通讯,3,用户常用,第二梯队：新兴支柱产业,新一代通信,主营+行业映射,公司主营业务为运营商网络,政企业务、消费者业务、运营商网络,,通信,通信设备,通信网络设备及器件,2026-08-30复核：生产主营“政企业务、消费者业务、运营商网络”，行业分类“通信/通信设备/通信网络设备及器件”；归入新一代通信,20260830_NEW,False
B_行业与主营一致,申万三级行业为其他计算机设备，主营未发现冲突,cn,000066,中国长城,3,用户常用,第二梯队：新兴支柱产业,先进计算与信息设备,主营+行业映射,公司主营业务为计算产业,系统装备、计算产业,,计算机,计算机设备,其他计算机设备,2026-08-30复核：生产主营“系统装备、计算产业”，行业分类“计算机/计算机设备/其他计算机设备”；归入先进计算与信息设备,20260830_NEW,False
B_行业与主营一致,申万三级行业为综合环境治理，未发现直接冲突,cn,000068,华控赛格,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为建筑材料,专业技术及运营服务、工程建设、建筑材料、锂电池负极材料,,环保,环境治理,综合环境治理,2026-08-30复核：生产主营“专业技术及运营服务、工程建设、建筑材料、锂电池负极材料”，行业分类“环保/环境治理/综合环境治理”；归入节能环保,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中集成电路证据,cn,000100,TCL科技,3,用户常用,第二梯队：新兴支柱产业,集成电路,旧批次规则复核,公司主营业务为半导体显示器件,半导体显示器件、电子产品分销,,电子,光学光电子,面板,Codex复核：披露业务“半导体显示器件”明确属于集成电路,PREEXISTING,False
A_主营直接支持,主营/新战略业务直接命中新材料证据,cn,000151,中成股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营/战略文本,公司主营业务为成套设备出口和工程承包,成套设备出口和工程承包、环境科技、复合材料生产,,商贸零售,贸易,贸易Ⅲ,2026-08-30复核：生产主营业务“成套设备出口和工程承包、环境科技、复合材料生产”命中“复合材料”；归入新材料,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中生物医药证据,cn,000153,丰原药业,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,主营+行业映射,公司主营业务为药品批发,中药及制剂、化学合成药及制剂、生物药及制剂、药品批发、药品零售、药用辅料,,医药生物,化学制药,化学制剂,2026-08-30复核：生产主营“中药及制剂、化学合成药及制剂、生物药及制剂、药品批发、药品零售、药用辅料”，行业分类“医药生物/化学制药/化学制剂”；归入生物医药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中光伏证据,cn,000155,川能动力,4,国家重点扶持产业,第二梯队：新兴支柱产业,光伏,主营/战略文本,公司主营业务为风力及光伏发电收入,风力及光伏发电收入、锂电业务收入、垃圾发电收入、环卫服务收入,,公用事业,电力,风力发电,2026-08-30复核：生产主营业务“风力及光伏发电收入、锂电业务收入、垃圾发电收入、环卫服务收入”命中“光伏”；归入光伏,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中软件与信息技术服务证据,cn,000158,常山北明,3,用户常用,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为系统集成及行业解决方案服务,代理产品增值销售、坯布、定制软件及服务、系统集成及行业解决方案服务、纱,,计算机,IT服务,IT服务Ⅲ,2026-08-30复核：生产主营“代理产品增值销售、坯布、定制软件及服务、系统集成及行业解决方案服务、纱”，行业分类“计算机/IT服务/IT服务Ⅲ”；归入软件与信息技术服务,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中光伏证据,cn,000159,国际实业,4,国家重点扶持产业,第二梯队：新兴支柱产业,光伏,主营/战略文本,公司主营业务为油品及化工产品,油品及化工产品、房地产开发业、仓储服务、钢管杆、光伏支架、角钢塔、受托加工镀锌,,电力设备,光伏设备,光伏辅材,2026-08-30复核：生产主营业务“油品及化工产品、房地产开发业、仓储服务、钢管杆、光伏支架、角钢塔、受托加工镀锌”命中“光伏”；归入光伏,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中智能机器人证据,cn,000333,美的集团,2,S100,第二梯队：新兴支柱产业,智能机器人,主营/战略文本,公司主营业务为智能家居业务,商业及工业解决方案、新能源及工业技术、智能建筑科技、机器人与自动化、智能家居业务,,家用电器,白色家电,空调,2026-08-30复核：生产主营业务“商业及工业解决方案、新能源及工业技术、智能建筑科技、机器人与自动化、智能家居业务”命中“机器人与自动化”；归入智能机器人,20260830_NEW,False
B_行业与主营一致,申万三级行业为血液制品，未发现直接冲突,cn,000403,派林生物,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,主营+行业映射,公司主营业务为血液制品,血液制品、基质体,,医药生物,生物制品,血液制品,2026-08-30复核：生产主营“血液制品、基质体”，行业分类“医药生物/生物制品/血液制品”；归入生物医药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中工业互联网证据,cn,000409,云鼎科技,4,国家重点扶持产业,第一梯队：AI+超级主线,工业互联网,旧批次规则复核,公司主营业务为智能矿山产品及解决方案,智能矿山产品及解决方案、工业互联网平台产品、智能洗选产品及解决方案、ERP实施及运维服务、智能电力新能源产品及解决方案、煤气化专业技术实施许可及解决方案,,计算机,IT服务,IT服务Ⅲ,Codex复核：披露业务“智能矿山产品及解决方案”明确属于工业互联网,PREEXISTING,False
A_主营直接支持,主营/新战略业务直接命中工业母机证据,cn,000410,沈阳机床,4,国家重点扶持产业,第三梯队：卡脖子底座,工业母机,旧批次规则复核,公司主营业务为数控机床,数控机床、普通车床、普通钻、镗床,,机械设备,通用设备,机床工具,Codex复核：披露业务“数控机床”明确属于工业母机,PREEXISTING,False
A_主营直接支持,主营/新战略业务直接命中新材料证据,cn,000420,吉林化纤,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营/战略文本,公司主营业务为粘胶长丝,粘胶长丝、粘胶短纤、碳纤维产品,,基础化工,化学纤维,粘胶,2026-08-30复核：生产主营业务“粘胶长丝、粘胶短纤、碳纤维产品”命中“碳纤维”；归入新材料,20260830_NEW,False
B_行业与主营一致,申万三级行业为中药Ⅲ，未发现直接冲突,cn,000423,东阿阿胶,3,用户常用,第二梯队：新兴支柱产业,现代中药,主营+行业映射,公司主营业务为阿胶及系列产品,阿胶及系列产品、毛驴养殖及销售,,医药生物,中药,中药Ⅲ,2026-08-30复核：生产主营“阿胶及系列产品、毛驴养殖及销售”，行业分类“医药生物/中药/中药Ⅲ”；归入现代中药,20260830_NEW,False
B_行业与主营一致,申万三级行业为垂直应用软件，与软件/信息服务标签一致,cn,000503,国新健康,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为数字医保,数字医保、数字医疗、数字医药、健康服务,,计算机,软件开发,垂直应用软件,2026-08-30复核：生产主营“数字医保、数字医疗、数字医药、健康服务”，行业分类“计算机/软件开发/垂直应用软件”；归入软件与信息技术服务,20260830_NEW,False
B_行业与主营一致,申万三级行业为风力发电，未发现直接冲突,cn,000507,珠海港,4,国家重点扶持产业,第二梯队：新兴支柱产业,风电,主营+行业映射,公司主营业务为新能源板块,港口板块、航运板块、物流板块、港口服务板块、新能源板块,,公用事业,电力,风力发电,2026-08-30复核：生产主营“港口板块、航运板块、物流板块、港口服务板块、新能源板块”，行业分类“公用事业/电力/风力发电”；归入风电,20260830_NEW,False
C_需人工复核,终端/配套业务是否纳入该产业需按政策口径和收入占比复核，暂不直接判错,cn,000509,华塑控股,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为电子产品,电子产品,,电子,光学光电子,面板,2026-08-30复核：生产主营“电子产品”，行业分类“电子/光学光电子/面板”；归入新型显示,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中生物医药证据,cn,000513,丽珠集团,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,旧批次规则复核,公司主营业务为化学制剂,中药制剂、化学制剂、原料药和中间体、生物制品、诊断试剂及设备,,医药生物,化学制药,化学制剂,Codex复核：披露业务“化学制剂”明确属于生物医药,PREEXISTING,False
B_行业与主营一致,申万三级行业为其他生物制品，未发现直接冲突,cn,000518,四环生物,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,主营+行业映射,公司主营业务为EPO,EPO,,医药生物,生物制品,其他生物制品,2026-08-30复核：生产主营“EPO”，行业分类“医药生物/生物制品/其他生物制品”；归入生物医药,20260830_NEW,False
C_需人工复核,未在主营/新战略业务中找到新材料直接证据；当前主要依赖其他生物制品,cn,000534,万泽股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营/战略文本,公司主营业务为金双歧,金属检测及加工服务、高温合金材料销售、金双歧、定君生、微生态大健康产品,,医药生物,生物制品,其他生物制品,2026-08-30复核：生产主营业务“金属检测及加工服务、高温合金材料销售、金双歧、定君生、微生态大健康产品”命中“高温合金”；归入新材料,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中新型显示证据,cn,000536,华映科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,新型显示,主营+行业映射,公司主营业务为面板业务,模组相关业务、面板业务,,电子,光学光电子,面板,2026-08-30复核：生产主营“模组相关业务、面板业务”，行业分类“电子/光学光电子/面板”；归入新型显示,20260830_NEW,False
B_行业与主营一致,申万三级行业为风力发电，未发现直接冲突,cn,000537,绿发电力,4,国家重点扶持产业,第二梯队：新兴支柱产业,风电,主营+行业映射,公司主营业务为电力,电力、租赁,,公用事业,电力,风力发电,2026-08-30复核：生产主营“电力、租赁”，行业分类“公用事业/电力/风力发电”；归入风电,20260830_NEW,False
B_行业与主营一致,申万三级行业为中药Ⅲ，未发现直接冲突,cn,000538,云南白药,3,用户常用,第二梯队：新兴支柱产业,现代中药,主营+行业映射,公司主营业务为批发零售,工业产品（自制）、批发零售、农产品,,医药生物,中药,中药Ⅲ,2026-08-30复核：生产主营“工业产品（自制）、批发零售、农产品”，行业分类“医药生物/中药/中药Ⅲ”；归入现代中药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中节能环保证据,cn,000544,中原环保,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为污水处理,污水处理、PPP项目收入、供热销售、工程施工及管理、污泥处理处置费,,环保,环境治理,水务及水治理,2026-08-30复核：生产主营“污水处理、PPP项目收入、供热销售、工程施工及管理、污泥处理处置费”，行业分类“环保/环境治理/水务及水治理”；归入节能环保,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中节能环保证据,cn,000546,金圆股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为固废危废资源化综合利用,固废危废资源化综合利用、固废危废无害化处置,,环保,环境治理,固废治理,2026-08-30复核：生产主营“固废危废资源化综合利用、固废危废无害化处置”，行业分类“环保/环境治理/固废治理”；归入节能环保,20260830_NEW,False
B_行业与主营一致,打标说明记录了主营/战略关键词命中,cn,000547,航天发展,3,用户常用,第二梯队：新兴支柱产业,海洋工程装备,主营/战略文本,公司主营业务为蓝军装备及相关产品,蓝军装备及相关产品、通信与指控类产品、空间信息应用类产品、数据安全应用类产品、海洋装备、电力装备等产品,,国防军工,军工电子,军工电子Ⅲ,2026-08-30复核：生产主营业务“蓝军装备及相关产品、通信与指控类产品、空间信息应用类产品、数据安全应用类产品、海洋装备、电力装备等产品”命中“海洋装备”；归入海洋工程装备,20260830_NEW,False
B_行业与主营一致,申万三级行业为环保设备Ⅲ，未发现直接冲突,cn,000551,创元科技,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为洁净设备及工程,洁净设备及工程、输变电高压瓷绝缘子、精密轴承、磨具磨料、测绘仪器、贸易、服务,,环保,环保设备,环保设备Ⅲ,2026-08-30复核：生产主营“洁净设备及工程、输变电高压瓷绝缘子、精密轴承、磨具磨料、测绘仪器、贸易、服务”，行业分类“环保/环保设备/环保设备Ⅲ”；归入节能环保,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中软件与信息技术服务证据,cn,000555,神州信息,4,国家重点扶持产业,第二梯队：新兴支柱产业,软件与信息技术服务,主营+行业映射,公司主营业务为软件开发及技术服务,软件开发及技术服务、系统集成,,计算机,IT服务,IT服务Ⅲ,2026-08-30复核：生产主营“软件开发及技术服务、系统集成”，行业分类“计算机/IT服务/IT服务Ⅲ”；归入软件与信息技术服务,20260830_NEW,False
B_行业与主营一致,申万三级行业为航空装备Ⅲ，未发现直接冲突,cn,000561,烽火电子,4,国家重点扶持产业,第二梯队：新兴支柱产业,航空航天,主营+行业映射,公司主营业务为通信产品及配套,电声器件、通信产品及配套,,国防军工,航空装备,航空装备Ⅲ,2026-08-30复核：生产主营“电声器件、通信产品及配套”，行业分类“国防军工/航空装备/航空装备Ⅲ”；归入航空航天,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中生物医药证据,cn,000566,海南海药,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,主营/战略文本,公司主营业务为其他品种,肠胃康、头孢制剂系列、原料药及中间体、医疗服务费,,医药生物,化学制药,化学制剂,2026-08-30复核：生产主营业务“肠胃康、头孢制剂系列、原料药及中间体、医疗服务费”命中“原料药”；归入生物医药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中新一代通信证据,cn,000586,汇源通信,4,国家重点扶持产业,第二梯队：新兴支柱产业,新一代通信,主营+行业映射,公司主营业务为光缆和光纤产品,光缆和光纤产品、在线监测产品、通信工程及系统集成,,通信,通信设备,通信线缆及配套,2026-08-30复核：生产主营“光缆和光纤产品、在线监测产品、通信工程及系统集成”，行业分类“通信/通信设备/通信线缆及配套”；归入新一代通信,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中现代中药证据,cn,000590,古汉医药,4,国家重点扶持产业,第二梯队：新兴支柱产业,现代中药,主营+行业映射,公司主营业务为中药公司及营销公司产品,中药公司及营销公司产品、广东先通公司产品、制药公司产品,,医药生物,中药,中药Ⅲ,2026-08-30复核：生产主营“中药公司及营销公司产品、广东先通公司产品、制药公司产品”，行业分类“医药生物/中药/中药Ⅲ”；归入现代中药,20260830_NEW,False
B_行业与主营一致,申万三级行业为光伏发电，未发现直接冲突,cn,000591,太阳能,4,国家重点扶持产业,第二梯队：新兴支柱产业,光伏,主营+行业映射,公司主营业务为太阳能发电,太阳能发电、太阳能产品制造,,公用事业,电力,光伏发电,2026-08-30复核：生产主营“太阳能发电、太阳能产品制造”，行业分类“公用事业/电力/光伏发电”；归入光伏,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中生物医药证据,cn,000597,东北制药,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,主营+行业映射,公司主营业务为其他（含其他业务收入）,原料销售、制剂销售,,医药生物,化学制药,化学制剂,2026-08-30复核：生产主营“原料销售、制剂销售”，行业分类“医药生物/化学制药/化学制剂”；归入生物医药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中节能环保证据,cn,000598,兴蓉环境,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为污水处理服务,自来水制售、污水处理服务、供排水管网工程、垃圾渗滤液处理、垃圾焚烧发电、污泥处置,,环保,环境治理,水务及水治理,2026-08-30复核：生产主营“自来水制售、污水处理服务、供排水管网工程、垃圾渗滤液处理、垃圾焚烧发电、污泥处置”，行业分类“环保/环境治理/水务及水治理”；归入节能环保,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中光伏证据,cn,000600,建投能源,4,国家重点扶持产业,第二梯队：新兴支柱产业,光伏,主营/战略文本,公司主营业务为火力发电电量,火力发电电量、火力发电热量、热力供应、餐饮住宿服务、商贸流通、能源服务、光伏发电,,公用事业,电力,火力发电,2026-08-30复核：生产主营业务“火力发电电量、火力发电热量、热力供应、餐饮住宿服务、商贸流通、能源服务、光伏发电”命中“光伏”；归入光伏,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中节能环保证据,cn,000605,渤海股份,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为供热,原水、自来水、供热、环境治理,,环保,环境治理,水务及水治理,2026-08-30复核：生产主营“原水、自来水、供热、环境治理”，行业分类“环保/环境治理/水务及水治理”；归入节能环保,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中现代中药证据,cn,000623,吉林敖东,4,国家重点扶持产业,第二梯队：新兴支柱产业,现代中药,主营+行业映射,公司主营业务为中药,中药、化学药品、连锁药店批发和零售、食品,,医药生物,中药,中药Ⅲ,2026-08-30复核：生产主营“中药、化学药品、连锁药店批发和零售、食品”，行业分类“医药生物/中药/中药Ⅲ”；归入现代中药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中集成电路证据,cn,000628,高新发展,4,国家重点扶持产业,第二梯队：新兴支柱产业,集成电路,旧批次规则复核,公司主营业务为建筑施工,建筑施工、功率半导体业务,,建筑装饰,房屋建设,房屋建设Ⅲ,Codex复核：披露业务“建筑施工”明确属于集成电路,PREEXISTING,False
A_主营直接支持,主营/新战略业务直接命中风电证据,cn,000631,顺发恒能,4,国家重点扶持产业,第二梯队：新兴支柱产业,风电,主营/战略文本,公司主营业务为物业管理服务,房地产开发、物业管理服务、食堂餐饮服务、风力发电、综合能源服务,,房地产,房地产开发,住宅开发,2026-08-30复核：生产主营业务“房地产开发、物业管理服务、食堂餐饮服务、风力发电、综合能源服务”命中“风力发电”；归入风电,20260830_NEW,False
B_行业与主营一致,材料类主营与其他金属新材料行业一致,cn,000633,合金投资,4,国家重点扶持产业,第二梯队：新兴支柱产业,新材料,主营+行业映射,公司主营业务为合金棒材,合金线材、合金棒材、运输服务,,有色金属,金属新材料,其他金属新材料,2026-08-30复核：生产主营“合金线材、合金棒材、运输服务”，行业分类“有色金属/金属新材料/其他金属新材料”；归入新材料,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中关键电子元器件证据,cn,000636,风华高科,3,用户常用,第二梯队：新兴支柱产业,关键电子元器件,主营+行业映射,公司主营业务为电子元器件及电子材料,电子元器件及电子材料,,电子,元件,被动元件,2026-08-30复核：生产主营“电子元器件及电子材料”，行业分类“电子/元件/被动元件”；归入关键电子元器件,20260830_NEW,False
B_行业与主营一致,申万三级行业为中药Ⅲ，未发现直接冲突,cn,000650,仁和药业,4,国家重点扶持产业,第二梯队：新兴支柱产业,现代中药,主营+行业映射,公司主营业务为药品,药品、健康相关产品,,医药生物,中药,中药Ⅲ,2026-08-30复核：生产主营“药品、健康相关产品”，行业分类“医药生物/中药/中药Ⅲ”；归入现代中药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中高端装备证据,cn,000651,格力电器,3,用户常用,第二梯队：新兴支柱产业,高端装备,主营/战略文本,公司主营业务为消费电器,消费电器、工业制品及绿色能源、智能装备,,家用电器,白色家电,空调,2026-08-30复核：生产主营业务“消费电器、工业制品及绿色能源、智能装备”命中“智能装备”；归入高端装备,20260830_NEW,False
B_行业与主营一致,申万三级行业为其他生物制品，未发现直接冲突,cn,000661,长春高新,3,用户常用,第二梯队：新兴支柱产业,生物医药,主营+行业映射,公司主营业务为基因工程/生物类药品,基因工程/生物类药品、中成药、房地产、服务业,,医药生物,生物制品,其他生物制品,2026-08-30复核：生产主营“基因工程/生物类药品、中成药、房地产、服务业”，行业分类“医药生物/生物制品/其他生物制品”；归入生物医药,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中集成电路证据,cn,000670,盈方微,4,国家重点扶持产业,第二梯队：新兴支柱产业,集成电路,旧批次规则复核,公司主营业务为主动件类产品,SoC芯片、主动件类产品、被动件类产品,,电子,其他电子,其他电子Ⅲ,Codex复核：披露业务“主动件类产品”明确属于集成电路,PREEXISTING,False
B_行业与主营一致,申万三级行业为图片媒体，未发现直接冲突,cn,000681,视觉中国,3,用户常用,第二梯队：新兴支柱产业,数字创意,主营+行业映射,公司主营业务为视觉内容与服务,视觉内容与服务,,传媒,数字媒体,图片媒体,2026-08-30复核：生产主营“视觉内容与服务”，行业分类“传媒/数字媒体/图片媒体”；归入数字创意,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中工业互联网证据,cn,000682,东方电子,4,国家重点扶持产业,第一梯队：AI+超级主线,工业互联网,旧批次规则复核,公司主营业务为智能配用电业务,调度及云化业务、输变电自动化业务、智能配用电业务、综合能源及虚拟电厂、新能源及储能业务、工业互联网及智能制造、租赁,,电力设备,电网设备,电网自动化设备,Codex复核：披露业务“智能配用电业务”明确属于工业互联网,PREEXISTING,False
A_主营直接支持,主营/新战略业务直接命中节能环保证据,cn,000685,中山公用,4,国家重点扶持产业,第二梯队：新兴支柱产业,节能环保,主营+行业映射,公司主营业务为工程安装,供水及污水处理、垃圾发电及环卫服务、工程安装、新能源,,环保,环境治理,水务及水治理,2026-08-30复核：生产主营“供水及污水处理、垃圾发电及环卫服务、工程安装、新能源”，行业分类“环保/环境治理/水务及水治理”；归入节能环保,20260830_NEW,False
B_行业与主营一致,申万三级行业为电池化学品，未发现直接冲突,cn,000695,滨海能源,4,国家重点扶持产业,第二梯队：新兴支柱产业,动力电池与新型储能,主营+行业映射,公司主营业务为负极材料及代工,印刷品、负极材料及代工,,电力设备,电池,电池化学品,2026-08-30复核：生产主营“印刷品、负极材料及代工”，行业分类“电力设备/电池/电池化学品”；归入动力电池与新型储能,20260830_NEW,False
A_主营直接支持,主营/新战略业务直接命中生物医药证据,cn,000705,浙江震元,4,国家重点扶持产业,第二梯队：新兴支柱产业,生物医药,主营/战略文本,公司主营业务为药品中成药批发,中药材及中药饮片、制剂、原料药、药品中成药批发、零售、健康服务,,医药生物,医药商业,医药流通,2026-08-30复核：生产主营业务“中药材及中药饮片、制剂、原料药、药品中成药批发、零售、健康服务”命中“原料药”；归入生物医药,20260830_NEW,False
